CustomerID,NumberOfTrips,NumberOfPersonVisiting,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,,,,,,
204041,3,3,20,Self Enquiry,3,29,Small Business,Male,4,Basic,3,Single,1,1,1,1,Executive,20353,,,,,,
204046,5,4,32,Self Enquiry,3,27,Salaried,Female,6,Deluxe,3,Married,1,3,0,3,Manager,23237,,,,,,
204050,4,3,52,Company Invited,1,15,Salaried,Male,6,Standard,3,Single,0,1,1,1,Senior Manager,29328,,,,,,
204054,2,3,33,Self Enquiry,1,16,Small Business,Female,4,Basic,5,Unmarried,0,4,1,1,Executive,22878,,,,,,
204085,2,4,20,Company Invited,3,7,Large Business,Female,6,Basic,5,Single,0,3,1,1,Executive,21003,,,,,,
204091,3,3,20,Self Enquiry,1,,Salaried,Male,5,Basic,3,Single,0,5,1,1,Executive,19780,,,,,,
204096,3,4,42,Self Enquiry,3,27,Small Business,Female,4,Basic,4,Unmarried,1,4,0,2,Executive,21818,,,,,,
204106,5,3,36,Self Enquiry,1,30,Salaried,Male,5,Deluxe,3,Married,1,4,1,1,Manager,24594,,,,,,
204118,2,4,39,Self Enquiry,1,36,Small Business,Male,4,Deluxe,5,Married,1,3,1,3,Manager,25351,,,,,,
204119,3,3,30,Self Enquiry,3,34,Small Business,Female,4,Standard,3,Married,0,3,0,1,Senior Manager,26317,,,,,,
204124,3,3,33,Self Enquiry,3,11,Small Business,Male,6,Standard,3,Married,0,1,1,1,Senior Manager,29078,,,,,,
204128,7,3,31,Self Enquiry,1,10,Large Business,Female,4,Basic,5,Unmarried,1,4,0,1,Executive,21335,,,,,,
204130,7,3,31,Company Invited,3,33,Small Business,Female,5,Deluxe,5,Unmarried,0,1,1,2,Manager,25374,,,,,,
204131,2,3,30,Self Enquiry,1,7,Large Business,Male,4,Basic,3,Single,0,1,0,1,Executive,20736,,,,,,
204143,3,3,30,Self Enquiry,1,25,Small Business,Male,5,Basic,3,Single,1,3,0,1,Executive,21067,,,,,,
204148,7,3,34,Self Enquiry,1,21,Small Business,Male,4,Basic,3,Married,1,1,1,2,Executive,21114,,,,,,
204150,2,3,34,Self Enquiry,1,9,Salaried,Female,4,Basic,5,Married,0,3,1,2,Executive,21385,,,,,,
204153,2,4,33,Self Enquiry,1,7,Salaried,Male,5,Basic,3,Unmarried,1,5,0,3,Executive,22408,,,,,,
204164,8,4,38,Company Invited,1,17,Small Business,Male,4,Standard,3,Married,0,3,0,3,Senior Manager,28726,,,,,,
204173,2,4,32,Company Invited,1,36,Small Business,Male,5,Basic,4,Unmarried,0,3,0,3,Executive,22157,,,,,,
204178,4,4,29,Self Enquiry,1,9,Salaried,Male,4,Basic,3,Unmarried,0,4,0,2,Executive,22163,,,,,,
204185,3,3,48,Company Invited,1,36,Salaried,Male,4,Standard,4,Married,1,3,1,1,Senior Manager,30527,,,,,,
204200,5,3,45,Company Invited,1,31,Salaried,Male,4,Basic,3,Married,1,5,0,2,Executive,21839,,,,,,
204202,4,3,27,Self Enquiry,1,23,Small Business,Male,4,Basic,4,Married,1,1,1,1,Executive,21051,,,,,,
204207,3,3,27,Self Enquiry,3,11,Small Business,Male,5,Deluxe,3,Unmarried,1,1,1,1,Manager,24506,,,,,,
204210,3,3,19,Self Enquiry,1,10,Small Business,Male,4,Basic,3,Single,0,4,1,1,Executive,20098,,,,,,
204231,4,3,53,Self Enquiry,1,15,Small Business,Male,5,Deluxe,4,Married,0,1,1,1,Manager,23619,,,,,,
204237,7,3,29,Self Enquiry,1,9,Small Business,Male,6,Basic,3,Married,1,3,1,2,Executive,22142,,,,,,
204241,6,3,40,Self Enquiry,3,10,Small Business,Female,4,Deluxe,3,Married,1,4,1,2,Manager,23916,,,,,,
204250,3,4,30,Self Enquiry,1,15,Salaried,Male,6,Basic,5,Married,1,3,0,2,Executive,20797,,,,,,
204271,3,4,22,Company Invited,3,7,Large Business,Female,5,Basic,4,Single,1,5,1,3,Executive,20852,,,,,,
204277,3,3,34,Self Enquiry,3,12,Small Business,Female,4,Basic,3,Unmarried,1,1,0,2,Executive,21529,,,,,,
204280,3,3,42,Company Invited,3,11,Small Business,Male,4,Deluxe,4,Unmarried,0,3,1,1,Manager,28033,,,,,,
204282,4,4,41,Self Enquiry,3,29,Small Business,Male,5,Deluxe,3,Married,1,3,1,1,Manager,25058,,,,,,
204284,3,3,22,Self Enquiry,3,19,Salaried,Female,2,Basic,4,Unmarried,0,5,0,2,Executive,21394,,,,,,
204292,2,4,35,Company Invited,3,26,Small Business,Male,2,Deluxe,3,Unmarried,1,1,0,1,Manager,23982,,,,,,
204296,2,4,27,Company Invited,1,10,Large Business,Male,4,Basic,5,Unmarried,0,3,0,2,Executive,21780,,,,,,
204299,2,3,31,Company Invited,1,11,Large Business,Male,4,Basic,3,Single,1,4,1,1,Executive,20963,,,,,,
204319,7,4,26,Self Enquiry,1,10,Small Business,Male,4,Basic,5,Married,0,5,1,2,Executive,22709,,,,,,
204328,3,4,25,Self Enquiry,3,7,Large Business,Female,4,Basic,4,Unmarried,1,4,0,1,Executive,21880,,,,,,
204329,2,3,35,Company Invited,3,13,Small Business,Female,6,Basic,3,Married,0,4,0,2,Executive,21029,,,,,,
204335,7,4,30,Self Enquiry,1,32,Large Business,Female,5,Basic,4,Married,0,3,1,3,Executive,21224,,,,,,
204336,3,3,20,Self Enquiry,2,9,Large Business,Male,5,Basic,3,Single,0,3,0,1,Executive,21242,,,,,,
204349,2,3,34,Self Enquiry,1,22,Small Business,Male,4,Standard,3,Married,1,5,1,1,Senior Manager,32288,,,,,,
204350,2,3,34,Self Enquiry,1,17,Small Business,Male,6,Basic,3,Married,0,5,0,1,Executive,22086,,,,,,
204353,5,4,32,Company Invited,1,27,Salaried,Male,4,Standard,3,Married,0,3,1,1,Senior Manager,28502,,,,,,
204354,2,3,35,Company Invited,2,30,Salaried,Female,4,Standard,5,Married,1,3,1,1,Senior Manager,28628,,,,,,
204357,7,4,23,Company Invited,1,11,Large Business,Male,5,Basic,3,Unmarried,0,5,0,1,Executive,22572,,,,,,
204367,2,3,27,Company Invited,2,24,Salaried,Female,4,Basic,3,Married,1,5,0,2,Executive,21419,,,,,,
204371,3,4,19,Company Invited,3,12,Small Business,Male,4,Basic,4,Single,1,4,1,1,Executive,20556,,,,,,
204377,3,4,27,Self Enquiry,1,31,Large Business,Male,6,Basic,3,Single,1,3,0,2,Executive,21018,,,,,,
204383,2,3,33,Company Invited,3,18,Salaried,Male,2,Deluxe,3,Married,0,3,1,1,Manager,23385,,,,,,
204393,3,3,25,Company Invited,1,14,Salaried,Female,4,Basic,3,Married,1,4,0,1,Executive,21564,,,,,,
204394,3,4,31,Company Invited,3,19,Salaried,Male,5,Basic,5,Married,0,5,1,3,Executive,20711,,,,,,
204396,4,3,32,Self Enquiry,3,20,Small Business,Male,4,Deluxe,5,Married,0,1,0,2,Manager,22911,,,,,,
204409,2,3,28,Self Enquiry,3,9,Small Business,Male,4,Basic,5,Married,0,5,1,2,Executive,21719,,,,,,
204418,4,4,46,Company Invited,3,33,Salaried,Female,4,Deluxe,5,Married,0,1,0,3,Manager,22964,,,,,,
204427,3,3,21,Self Enquiry,1,,Small Business,Male,4,Basic,3,Single,1,5,1,2,Executive,19687,,,,,,
204428,3,4,34,Company Invited,1,10,Salaried,Male,4,Basic,5,Unmarried,1,5,1,1,Executive,22026,,,,,,
204439,2,4,25,Self Enquiry,3,10,Salaried,Female,4,Deluxe,3,Unmarried,0,1,1,2,Manager,23255,,,,,,
204442,5,3,51,Company Invited,3,15,Large Business,Male,4,Deluxe,3,Married,1,5,0,1,Manager,25474,,,,,,
204454,2,4,29,Self Enquiry,1,7,Salaried,Female,6,Basic,4,Single,1,1,1,3,Executive,20894,,,,,,
204461,8,3,43,Company Invited,1,26,Small Business,Male,2,Basic,3,Married,1,3,0,1,Executive,21437,,,,,,
204476,3,4,34,Self Enquiry,1,7,Salaried,Male,4,Basic,3,Unmarried,1,3,1,1,Executive,21364,,,,,,
204480,6,4,48,Company Invited,3,34,Salaried,Female,2,Deluxe,3,Unmarried,1,4,0,2,Manager,25075,,,,,,
204482,7,4,56,Self Enquiry,1,9,Small Business,Male,4,King,,Married,1,1,1,1,VP,38537,,,,,,
204487,8,3,27,Self Enquiry,3,15,Large Business,Male,5,Deluxe,5,Unmarried,0,3,0,1,Manager,24004,,,,,,
204499,3,4,24,Self Enquiry,1,13,Salaried,Male,2,Basic,5,Married,1,3,0,1,Executive,20279,,,,,,
204503,3,3,30,Self Enquiry,1,7,Salaried,Female,5,Basic,5,Married,1,1,0,1,Executive,20997,,,,,,
204505,7,4,34,Self Enquiry,3,23,Small Business,Female,4,Deluxe,5,Unmarried,0,3,1,1,Manager,24002,,,,,,
204509,,3,59,Self Enquiry,1,9,Salaried,Male,4,King,4,Single,1,3,1,1,VP,37924,,,,,,
204512,8,3,29,Self Enquiry,1,9,Small Business,Male,4,Basic,3,Unmarried,0,3,1,2,Executive,23060,,,,,,
204521,3,3,50,Self Enquiry,3,18,Small Business,Female,4,Standard,3,Married,0,4,0,1,Senior Manager,26332,,,,,,
204522,6,3,56,Self Enquiry,3,9,Small Business,Male,4,Deluxe,3,Unmarried,0,1,1,1,Manager,23838,,,,,,
204528,3,3,27,Company Invited,1,12,Small Business,Female,5,Basic,3,Married,1,1,0,2,Executive,21044,,,,,,
204550,3,4,36,Company Invited,1,32,Salaried,Female,4,Basic,4,Married,1,3,1,2,Executive,20700,,,,,,
204559,8,3,30,Self Enquiry,3,7,Small Business,Female,5,Basic,3,Married,1,1,1,2,Executive,21478,,,,,,
204570,3,3,33,Self Enquiry,1,32,Salaried,Male,4,Basic,3,Unmarried,1,5,0,1,Executive,21473,,,,,,
204574,2,3,59,Company Invited,1,9,Salaried,Male,5,Basic,3,Married,1,1,1,1,Executive,21058,,,,,,
204576,3,3,21,Self Enquiry,3,9,Small Business,Female,5,Basic,3,Single,0,4,1,1,Executive,20722,,,,,,
204577,3,4,22,Self Enquiry,1,25,Salaried,Female,4,Basic,3,Unmarried,0,3,1,3,Executive,21371,,,,,,
204580,2,3,23,Self Enquiry,1,10,Salaried,Female,4,Deluxe,3,Married,1,5,1,2,Manager,22849,,,,,,
204581,6,3,42,Self Enquiry,1,9,Salaried,Female,6,Basic,3,Married,1,3,0,2,Executive,21456,,,,,,
204583,2,4,40,Self Enquiry,1,13,Small Business,Male,4,Basic,5,Married,1,1,1,2,Executive,21082,,,,,,
204597,3,3,26,Self Enquiry,3,26,Small Business,Male,5,Basic,4,Married,1,1,0,2,Executive,21091,,,,,,
204602,3,3,20,Self Enquiry,3,28,Salaried,Male,5,Basic,4,Single,1,1,1,2,Executive,20799,,,,,,
204603,3,3,21,Self Enquiry,1,11,Large Business,Male,4,Basic,5,Unmarried,0,3,1,1,Executive,21651,,,,,,
204607,3,3,37,Self Enquiry,3,10,Salaried,Male,5,Standard,3,Married,1,1,1,1,Senior Manager,29003,,,,,,
204609,7,3,38,Self Enquiry,3,7,Salaried,Male,5,Standard,3,Married,0,1,1,2,Senior Manager,29287,,,,,,
204614,6,3,59,Self Enquiry,1,9,Large Business,Male,4,Basic,3,Single,0,1,0,1,Executive,21157,,,,,,
204620,6,4,41,Company Invited,3,31,Salaried,Female,2,Super Deluxe,4,Single,1,3,1,1,AVP,31872,,,,,,
204623,2,3,32,Company Invited,1,16,Small Business,Male,5,Basic,5,Single,1,3,0,2,Executive,20999,,,,,,
204625,8,4,30,Self Enquiry,1,17,Salaried,Female,5,Basic,5,Single,1,5,1,1,Executive,21082,,,,,,
204634,6,3,31,Self Enquiry,1,29,Salaried,Female,4,Basic,3,Married,1,1,0,1,Executive,20810,,,,,,
204639,3,3,36,Self Enquiry,1,21,Salaried,Male,5,Basic,4,Married,1,5,1,2,Executive,22421,,,,,,
204645,3,4,21,Self Enquiry,1,18,Small Business,Female,5,Basic,5,Unmarried,1,3,1,3,Executive,21278,,,,,,
204646,2,3,31,Company Invited,1,12,Small Business,Female,4,Basic,4,Single,0,3,0,1,Executive,21100,,,,,,
204658,7,4,38,Self Enquiry,1,18,Small Business,Female,6,Deluxe,4,Married,0,4,1,1,Manager,23455,,,,,,
204662,2,4,27,Company Invited,3,36,Small Business,Male,6,Deluxe,5,Unmarried,0,3,1,2,Manager,23647,,,,,,
204663,3,3,53,Self Enquiry,3,9,Small Business,Female,6,King,,Married,0,3,1,2,VP,38523,,,,,,
204666,3,3,37,Self Enquiry,1,23,Salaried,Female,2,Basic,5,Unmarried,0,1,1,1,Executive,21421,,,,,,
204675,2,3,37,Self Enquiry,1,22,Salaried,Male,4,Deluxe,3,Married,0,4,0,2,Manager,23512,,,,,,
204676,8,3,27,Company Invited,1,9,Salaried,Male,4,Basic,5,Married,1,5,0,1,Executive,20720,,,,,,
204690,3,3,21,Company Invited,3,16,Small Business,Female,4,Basic,3,Single,1,4,1,1,Executive,21001,,,,,,
204691,3,3,22,Self Enquiry,1,17,Salaried,Female,5,Basic,5,Single,0,3,0,2,Executive,20094,,,,,,
204693,2,3,52,Self Enquiry,1,11,Salaried,Male,4,Basic,3,Married,1,1,0,1,Executive,21139,,,,,,
204694,3,4,29,Company Invited,1,31,Large Business,Male,5,Standard,5,Unmarried,0,1,1,2,Senior Manager,27400,,,,,,
204703,2,4,45,Self Enquiry,2,7,Small Business,Male,5,Standard,5,Married,0,4,1,1,Senior Manager,29160,,,,,,
204705,2,3,36,Self Enquiry,3,11,Large Business,Male,4,Standard,5,Unmarried,1,4,1,2,Senior Manager,28260,,,,,,
204706,3,3,34,Company Invited,1,36,Small Business,Female,5,Deluxe,3,Unmarried,0,5,1,1,Manager,23186,,,,,,
204710,3,3,26,Self Enquiry,1,11,Large Business,Male,4,Basic,3,Married,1,3,1,2,Executive,22369,,,,,,
204711,3,3,27,Self Enquiry,1,28,Small Business,Male,4,Basic,3,Married,0,5,1,1,Executive,21055,,,,,,
204712,6,3,34,Self Enquiry,1,32,Small Business,Male,5,Basic,4,Single,1,4,1,1,Executive,20991,,,,,,
204714,3,3,29,Company Invited,1,7,Small Business,Male,5,Basic,4,Married,0,4,1,1,Executive,21274,,,,,,
204715,5,3,51,Company Invited,3,7,Salaried,Male,4,Deluxe,3,Unmarried,1,1,1,2,Manager,23406,,,,,,
204727,2,3,40,Company Invited,1,9,Salaried,Male,4,Super Deluxe,3,Married,0,3,1,1,AVP,30847,,,,,,
204742,3,4,19,Company Invited,1,15,Small Business,Male,4,Basic,3,Single,0,5,1,1,Executive,20582,,,,,,
204743,2,4,34,Self Enquiry,3,16,Small Business,Female,4,Deluxe,5,Unmarried,1,3,0,1,Manager,26902,,,,,,
204745,3,4,32,Company Invited,1,22,Small Business,Male,4,Basic,3,Married,0,4,1,1,Executive,21288,,,,,,
204750,3,3,30,Self Enquiry,3,30,Salaried,Female,5,Standard,5,Married,0,3,1,2,Senior Manager,26014,,,,,,
204752,2,3,43,Company Invited,3,19,Salaried,Male,4,Super Deluxe,5,Single,1,5,1,2,AVP,32436,,,,,,
204756,3,4,29,Self Enquiry,1,19,Salaried,Female,4,Basic,3,Married,1,4,1,2,Executive,21193,,,,,,
204763,2,3,44,Self Enquiry,3,16,Small Business,Female,6,Deluxe,3,Unmarried,0,1,0,1,Manager,24024,,,,,,
204771,3,4,45,Self Enquiry,1,17,Salaried,Male,4,Basic,3,Unmarried,1,3,1,1,Executive,21614,,,,,,
204774,2,3,23,Company Invited,1,10,Salaried,Male,5,Basic,3,Married,1,3,0,2,Executive,21531,,,,,,
204778,8,4,42,Company Invited,1,12,Salaried,Male,5,Basic,5,Married,0,3,0,2,Executive,20785,,,,,,
204785,3,4,25,Self Enquiry,1,24,Salaried,Female,4,Basic,4,Married,0,1,1,3,Executive,20888,,,,,,
204806,3,4,20,Company Invited,1,17,Small Business,Female,5,Basic,4,Single,1,5,0,3,Executive,20537,,,,,,
204815,3,4,49,Company Invited,3,31,Salaried,Male,6,Basic,3,Single,1,1,1,3,Executive,21237,,,,,,
204816,4,4,28,Self Enquiry,3,9,Small Business,Female,6,King,4,Single,1,5,1,2,VP,21195,,,,,,
204817,3,3,30,Company Invited,1,17,Salaried,Female,5,Basic,3,Unmarried,0,4,1,1,Executive,25301,,,,,,
204818,,4,49,Self Enquiry,1,22,Small Business,Female,4,Standard,3,Married,0,3,0,1,Senior Manager,36943,,,,,,
204819,5,3,30,Self Enquiry,1,14,Large Business,Female,4,Basic,3,Married,1,4,1,,Executive,34802,,,,,,
204820,3,4,35,Self Enquiry,1,14,Salaried,Male,4,Deluxe,3,Married,0,3,0,1,Manager,21263,,,,,,
204821,,4,45,Self Enquiry,1,30,Small Business,Male,4,Basic,5,Single,0,3,0,3,Executive,36891,,,,,,
204822,4,3,34,Self Enquiry,3,32,Small Business,Male,5,Standard,4,Unmarried,1,5,1,1,Senior Manager,27058,,,,,,
204823,2,4,20,Self Enquiry,3,12,Salaried,Male,4,Standard,4,Unmarried,1,4,1,1,Senior Manager,21672,,,,,,
204824,3,3,24,Company Invited,3,8,Salaried,Female,4,Basic,4,Single,1,5,1,2,Executive,19901,,,,,,
204825,6,3,26,Self Enquiry,1,,Salaried,Male,4,Basic,5,Married,0,5,1,1,Executive,19796,,,,,,
204826,2,3,27,Self Enquiry,1,14,Small Business,Female,5,Standard,5,Married,1,4,1,2,Senior Manager,21553,,,,,,
204827,,3,46,Self Enquiry,3,20,Small Business,Male,2,Super Deluxe,3,Single,1,3,1,1,AVP,37502,,,,,,
204828,2,3,56,Company Invited,3,9,Salaried,Female,5,Basic,3,Single,0,5,0,1,Executive,32255,,,,,,
204829,2,4,22,Company Invited,3,25,Small Business,Female,4,Deluxe,3,Married,1,5,0,2,Manager,21303,,,,,,
204830,,4,47,Self Enquiry,1,29,Small Business,Male,4,Deluxe,3,Married,1,5,1,3,Manager,37467,,,,,,
204831,3,3,35,Self Enquiry,1,24,Salaried,Female,4,Basic,3,Unmarried,1,5,1,1,Executive,23216,,,,,,
204832,5,4,52,Company Invited,1,35,Salaried,Male,5,Deluxe,,Single,0,3,0,1,Manager,38525,,,,,,
204833,2,3,60,Company Invited,1,21,Salaried,Female,4,Standard,3,Single,1,5,1,1,Senior Manager,29190,,,,,,
204834,3,3,35,Company Invited,3,8,Salaried,Female,6,Basic,3,Unmarried,0,3,0,2,Executive,23122,,,,,,
204835,3,3,29,Self Enquiry,1,15,Salaried,Female,5,Basic,4,Single,0,4,0,2,Executive,20832,,,,,,
204836,,4,45,Self Enquiry,3,16,Salaried,Male,5,Basic,5,Married,0,1,1,3,Executive,37868,,,,,,
204837,6,3,35,Self Enquiry,3,16,Small Business,Male,4,Standard,3,Married,0,3,1,2,Senior Manager,23168,,,,,,
204838,4,3,36,Company Invited,1,9,Salaried,Female,5,Basic,5,Unmarried,1,3,0,1,Executive,22184,,,,,,
204839,3,4,43,Company Invited,1,8,Salaried,Female,2,Standard,4,Single,0,3,1,1,Senior Manager,21050,,,,,,
204840,8,4,44,Company Invited,1,9,Salaried,Male,4,Basic,3,Married,1,3,0,1,Executive,28909,,,,,,
204841,3,3,37,Self Enquiry,2,16,Large Business,Female,4,Basic,3,Married,0,1,1,1,Executive,24088,,,,,,
204842,5,4,45,Company Invited,3,8,Large Business,Male,4,Basic,3,Married,0,3,1,2,Executive,26656,,,,,,
204843,7,3,29,Company Invited,3,20,Large Business,Female,4,Deluxe,4,Unmarried,0,3,1,1,Manager,22545,,,,,,
204844,2,3,52,Self Enquiry,3,31,Small Business,Female,5,Deluxe,4,Unmarried,1,5,1,2,Manager,21516,,,,,,
204845,4,3,31,Company Invited,1,16,Small Business,Male,4,Basic,5,Unmarried,1,3,0,2,Executive,23373,,,,,,
204846,2,3,30,Company Invited,1,9,Small Business,Male,5,Basic,5,Unmarried,0,4,1,2,Executive,22017,,,,,,
204847,8,4,29,Self Enquiry,1,8,Large Business,Male,5,Basic,5,Single,0,3,1,2,Executive,20758,,,,,,
204848,5,3,26,Self Enquiry,1,16,Salaried,Male,4,Basic,5,Single,0,1,1,1,Executive,20774,,,,,,
204849,3,3,33,Company Invited,1,10,Salaried,Female,4,Basic,3,Unmarried,0,4,1,1,Executive,24887,,,,,,
204850,,4,46,Self Enquiry,3,8,Salaried,Male,5,Deluxe,5,Married,0,4,1,3,Manager,36739,,,,,,
204851,,4,40,Self Enquiry,1,9,Salaried,Female,4,Basic,5,Married,1,1,1,1,Executive,35801,,,,,,
204852,2,4,59,Self Enquiry,1,9,Large Business,Female,5,Standard,3,Married,0,5,0,1,Senior Manager,21050,,,,,,
204853,6,3,33,Self Enquiry,1,9,Small Business,Male,4,Deluxe,4,Married,0,4,1,2,Manager,23561,,,,,,
204854,3,3,40,Self Enquiry,1,31,Small Business,Male,4,Basic,4,Married,1,1,0,1,Executive,22582,,,,,,
204855,3,4,31,Company Invited,3,10,Small Business,Female,4,Basic,3,Unmarried,1,5,1,2,Executive,23305,,,,,,
204856,2,3,37,Self Enquiry,3,17,Small Business,Male,5,Standard,5,Married,0,5,0,1,Senior Manager,25772,,,,,,
204857,8,3,47,Self Enquiry,3,22,Small Business,Male,6,Deluxe,3,Married,1,1,0,2,Manager,22101,,,,,,
204858,5,4,29,Self Enquiry,1,14,Salaried,Male,4,Basic,5,Unmarried,1,3,0,3,Executive,25352,,,,,,
204859,5,3,51,Company Invited,3,19,Salaried,Male,4,Deluxe,3,Single,1,3,1,2,Manager,35558,,,,,,
204860,3,4,41,Self Enquiry,1,15,Small Business,Male,5,Basic,3,Unmarried,1,4,1,3,Executive,27772,,,,,,
204861,4,4,53,Company Invited,3,14,Small Business,Female,4,Basic,3,Married,1,4,1,3,Executive,27124,,,,,,
204862,3,4,31,Self Enquiry,1,9,Salaried,Male,4,Basic,4,Single,0,3,0,1,Executive,30594,,,,,,
204863,3,4,40,Self Enquiry,3,14,Salaried,Male,4,Basic,3,Married,1,1,1,3,Executive,23212,,,,,,
204864,3,3,32,Self Enquiry,2,29,Salaried,Male,6,Basic,3,Married,0,1,0,2,Executive,28530,,,,,,
204865,2,3,42,Company Invited,3,16,Salaried,Male,6,Super Deluxe,3,Married,0,5,1,2,AVP,24829,,,,,,
204866,7,4,32,Self Enquiry,3,20,Small Business,Male,5,Deluxe,5,Married,1,1,1,1,Manager,20980,,,,,,
204867,8,3,45,Self Enquiry,3,8,Salaried,Male,6,Deluxe,4,Single,0,3,0,2,Manager,21040,,,,,,
204868,,4,43,Company Invited,2,15,Salaried,Female,5,Basic,3,Married,0,5,1,2,Executive,36539,,,,,,
204869,,3,56,Self Enquiry,3,16,Small Business,Female,6,Basic,4,Single,0,1,1,2,Executive,37865,,,,,,
204870,4,4,57,Self Enquiry,3,23,Salaried,Female,4,Standard,,Single,1,5,1,3,Senior Manager,38395,,,,,,
204871,4,4,41,Self Enquiry,3,23,Small Business,Male,4,Standard,3,Married,0,5,0,2,Senior Manager,22222,,,,,,
204872,2,3,35,Company Invited,1,24,Large Business,Male,5,Basic,3,Married,1,5,1,2,Executive,27178,,,,,,
204873,3,3,41,Self Enquiry,3,14,Small Business,Male,4,Basic,4,Unmarried,0,5,0,1,Executive,23339,,,,,,
204874,3,4,42,Self Enquiry,1,15,Small Business,Female,4,Basic,5,Married,1,3,0,3,Executive,22781,,,,,,
204875,3,4,36,Company Invited,1,8,Small Business,Male,4,Basic,4,Married,1,3,1,1,Executive,22927,,,,,,
204876,3,3,52,Self Enquiry,3,34,Salaried,Male,4,Deluxe,3,Single,1,5,1,2,Manager,32704,,,,,,
204877,6,4,39,Company Invited,1,16,Salaried,Male,4,Deluxe,5,Married,0,3,0,3,Manager,25571,,,,,,
204878,3,3,35,Self Enquiry,1,17,Small Business,Male,4,Deluxe,5,Unmarried,0,4,0,1,Manager,24803,,,,,,
204879,2,4,26,Self Enquiry,2,27,Small Business,Female,4,Basic,4,Married,1,3,0,2,Executive,22347,,,,,,
204880,6,4,59,Self Enquiry,1,28,Small Business,Female,4,Deluxe,4,Married,0,3,1,2,Manager,28686,,,,,,
204881,2,3,41,Self Enquiry,2,25,Salaried,Male,2,Basic,5,Married,0,1,1,2,Executive,21065,,,,,,
204882,6,3,37,Self Enquiry,2,20,Salaried,Male,5,Basic,5,Married,1,5,1,2,Executive,23317,,,,,,
204883,2,3,49,Self Enquiry,3,9,Small Business,Male,5,Deluxe,4,Unmarried,1,1,1,1,Manager,26576,,,,,,
204884,3,4,28,Company Invited,1,31,Salaried,Male,5,Basic,3,Single,1,3,1,2,Executive,21212,,,,,,
204885,7,4,52,Self Enquiry,3,17,Salaried,Female,4,Standard,4,Married,0,1,1,3,Senior Manager,31820,,,,,,
204886,3,3,19,Self Enquiry,3,16,Small Business,Male,4,Basic,3,Single,0,5,0,2,Executive,20289,,,,,,
204887,3,4,36,Self Enquiry,1,14,Salaried,Male,4,Basic,4,Unmarried,1,3,1,2,Executive,24041,,,,,,
