CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
204357,1,23,Company Invited,1,11,Large Business,Male,4,5,Basic,3,Unmarried,7,0,5,0,1,Executive,22572
204367,1,27,Company Invited,2,24,Salaried,Female,3,4,Basic,3,Married,2,1,5,0,2,Executive,21419
204371,1,19,Company Invited,3,12,Small Business,Male,4,4,Basic,4,Single,3,1,4,1,1,Executive,20556
204377,1,27,Self Enquiry,1,31,Large Business,Male,4,6,Basic,3,Single,3,1,3,0,2,Executive,21018
204383,1,33,Company Invited,3,18,Salaried,Male,3,2,Deluxe,3,Married,2,0,3,1,1,Manager,23385
204393,1,25,Company Invited,1,14,Salaried,Female,3,4,Basic,3,Married,3,1,4,0,1,Executive,21564
204394,1,31,Company Invited,3,19,Salaried,Male,4,5,Basic,5,Married,3,0,5,1,3,Executive,20711
204396,1,32,Self Enquiry,3,20,Small Business,Male,3,4,Deluxe,5,Married,4,0,1,0,2,Manager,22911
204409,1,28,Self Enquiry,3,9,Small Business,Male,3,4,Basic,5,Married,2,0,5,1,2,Executive,21719
204418,1,46,Company Invited,3,33,Salaried,Female,4,4,Deluxe,5,Married,4,0,1,0,3,Manager,22964
204427,1,21,Self Enquiry,1,,Small Business,Male,3,4,Basic,3,Single,3,1,5,1,2,Executive,19687
204428,1,34,Company Invited,1,10,Salaried,Male,4,4,Basic,5,Unmarried,3,1,5,1,1,Executive,22026
204439,1,25,Self Enquiry,3,10,Salaried,Female,4,4,Deluxe,3,Unmarried,2,0,1,1,2,Manager,23255
204442,1,51,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Married,5,1,5,0,1,Manager,25474
204454,1,29,Self Enquiry,1,7,Salaried,Female,4,6,Basic,4,Single,2,1,1,1,3,Executive,20894
204461,1,43,Company Invited,1,26,Small Business,Male,3,2,Basic,3,Married,8,1,3,0,1,Executive,21437
204476,1,34,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21364
204480,1,48,Company Invited,3,34,Salaried,Female,4,2,Deluxe,3,Unmarried,6,1,4,0,2,Manager,25075
204482,1,56,Self Enquiry,1,9,Small Business,Male,4,4,King,,Married,7,1,1,1,1,VP,38537
204487,1,27,Self Enquiry,3,15,Large Business,Male,3,5,Deluxe,5,Unmarried,8,0,3,0,1,Manager,24004
204499,1,24,Self Enquiry,1,13,Salaried,Male,4,2,Basic,5,Married,3,1,3,0,1,Executive,20279
204503,1,30,Self Enquiry,1,7,Salaried,Female,3,5,Basic,5,Married,3,1,1,0,1,Executive,20997
204505,1,34,Self Enquiry,3,23,Small Business,Female,4,4,Deluxe,5,Unmarried,7,0,3,1,1,Manager,24002
204509,1,59,Self Enquiry,1,9,Salaried,Male,3,4,King,4,Single,,1,3,1,1,VP,37924
204512,1,29,Self Enquiry,1,9,Small Business,Male,3,4,Basic,3,Unmarried,8,0,3,1,2,Executive,23060
204521,1,50,Self Enquiry,3,18,Small Business,Female,3,4,Standard,3,Married,3,0,4,0,1,Senior Manager,26332
204522,1,56,Self Enquiry,3,9,Small Business,Male,3,4,Deluxe,3,Unmarried,6,0,1,1,1,Manager,23838
204528,1,27,Company Invited,1,12,Small Business,Female,3,5,Basic,3,Married,3,1,1,0,2,Executive,21044
204550,1,36,Company Invited,1,32,Salaried,Female,4,4,Basic,4,Married,3,1,3,1,2,Executive,20700
204559,1,30,Self Enquiry,3,7,Small Business,Female,3,5,Basic,3,Married,8,1,1,1,2,Executive,21478
204570,1,33,Self Enquiry,1,32,Salaried,Male,3,4,Basic,3,Unmarried,3,1,5,0,1,Executive,21473
204574,1,59,Company Invited,1,9,Salaried,Male,3,5,Basic,3,Married,2,1,1,1,1,Executive,21058
204576,1,21,Self Enquiry,3,9,Small Business,Female,3,5,Basic,3,Single,3,0,4,1,1,Executive,20722
204577,1,22,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,3,1,3,Executive,21371
204580,1,23,Self Enquiry,1,10,Salaried,Female,3,4,Deluxe,3,Married,2,1,5,1,2,Manager,22849
204581,1,42,Self Enquiry,1,9,Salaried,Female,3,6,Basic,3,Married,6,1,3,0,2,Executive,21456
204583,1,40,Self Enquiry,1,13,Small Business,Male,4,4,Basic,5,Married,2,1,1,1,2,Executive,21082
204597,1,26,Self Enquiry,3,26,Small Business,Male,3,5,Basic,4,Married,3,1,1,0,2,Executive,21091
204602,1,20,Self Enquiry,3,28,Salaried,Male,3,5,Basic,4,Single,3,1,1,1,2,Executive,20799
204603,1,21,Self Enquiry,1,11,Large Business,Male,3,4,Basic,5,Unmarried,3,0,3,1,1,Executive,21651
204607,1,37,Self Enquiry,3,10,Salaried,Male,3,5,Standard,3,Married,3,1,1,1,1,Senior Manager,29003
204609,1,38,Self Enquiry,3,7,Salaried,Male,3,5,Standard,3,Married,7,0,1,1,2,Senior Manager,29287
204614,1,59,Self Enquiry,1,9,Large Business,Male,3,4,Basic,3,Single,6,0,1,0,1,Executive,21157
204620,1,41,Company Invited,3,31,Salaried,Female,4,2,Super Deluxe,4,Single,6,1,3,1,1,AVP,31872
204623,1,32,Company Invited,1,16,Small Business,Male,3,5,Basic,5,Single,2,1,3,0,2,Executive,20999
204625,1,30,Self Enquiry,1,17,Salaried,Female,4,5,Basic,5,Single,8,1,5,1,1,Executive,21082
204634,1,31,Self Enquiry,1,29,Salaried,Female,3,4,Basic,3,Married,6,1,1,0,1,Executive,20810
204639,1,36,Self Enquiry,1,21,Salaried,Male,3,5,Basic,4,Married,3,1,5,1,2,Executive,22421
204645,1,21,Self Enquiry,1,18,Small Business,Female,4,5,Basic,5,Unmarried,3,1,3,1,3,Executive,21278
204646,1,31,Company Invited,1,12,Small Business,Female,3,4,Basic,4,Single,2,0,3,0,1,Executive,21100
204658,1,38,Self Enquiry,1,18,Small Business,Female,4,6,Deluxe,4,Married,7,0,4,1,1,Manager,23455
204662,1,27,Company Invited,3,36,Small Business,Male,4,6,Deluxe,5,Unmarried,2,0,3,1,2,Manager,23647
204663,1,53,Self Enquiry,3,9,Small Business,Female,3,6,King,,Married,3,0,3,1,2,VP,38523
204666,1,37,Self Enquiry,1,23,Salaried,Female,3,2,Basic,5,Unmarried,3,0,1,1,1,Executive,21421
204675,1,37,Self Enquiry,1,22,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,0,2,Manager,23512
204676,1,27,Company Invited,1,9,Salaried,Male,3,4,Basic,5,Married,8,1,5,0,1,Executive,20720
204690,1,21,Company Invited,3,16,Small Business,Female,3,4,Basic,3,Single,3,1,4,1,1,Executive,21001
204691,1,22,Self Enquiry,1,17,Salaried,Female,3,5,Basic,5,Single,3,0,3,0,2,Executive,20094
204693,1,52,Self Enquiry,1,11,Salaried,Male,3,4,Basic,3,Married,2,1,1,0,1,Executive,21139
204694,1,29,Company Invited,1,31,Large Business,Male,4,5,Standard,5,Unmarried,3,0,1,1,2,Senior Manager,27400
204703,1,45,Self Enquiry,2,7,Small Business,Male,4,5,Standard,5,Married,2,0,4,1,1,Senior Manager,29160
204705,1,36,Self Enquiry,3,11,Large Business,Male,3,4,Standard,5,Unmarried,2,1,4,1,2,Senior Manager,28260
204706,1,34,Company Invited,1,36,Small Business,Female,3,5,Deluxe,3,Unmarried,3,0,5,1,1,Manager,23186
204710,1,26,Self Enquiry,1,11,Large Business,Male,3,4,Basic,3,Married,3,1,3,1,2,Executive,22369
204711,1,27,Self Enquiry,1,28,Small Business,Male,3,4,Basic,3,Married,3,0,5,1,1,Executive,21055
204712,1,34,Self Enquiry,1,32,Small Business,Male,3,5,Basic,4,Single,6,1,4,1,1,Executive,20991
204714,1,29,Company Invited,1,7,Small Business,Male,3,5,Basic,4,Married,3,0,4,1,1,Executive,21274
204715,1,51,Company Invited,3,7,Salaried,Male,3,4,Deluxe,3,Unmarried,5,1,1,1,2,Manager,23406
204727,1,40,Company Invited,1,9,Salaried,Male,3,4,Super Deluxe,3,Married,2,0,3,1,1,AVP,30847
204742,1,19,Company Invited,1,15,Small Business,Male,4,4,Basic,3,Single,3,0,5,1,1,Executive,20582
204743,1,34,Self Enquiry,3,16,Small Business,Female,4,4,Deluxe,5,Unmarried,2,1,3,0,1,Manager,26902
204745,1,32,Company Invited,1,22,Small Business,Male,4,4,Basic,3,Married,3,0,4,1,1,Executive,21288
204750,1,30,Self Enquiry,3,30,Salaried,Female,3,5,Standard,5,Married,3,0,3,1,2,Senior Manager,26014
204752,1,43,Company Invited,3,19,Salaried,Male,3,4,Super Deluxe,5,Single,2,1,5,1,2,AVP,32436
204756,1,29,Self Enquiry,1,19,Salaried,Female,4,4,Basic,3,Married,3,1,4,1,2,Executive,21193
204763,1,44,Self Enquiry,3,16,Small Business,Female,3,6,Deluxe,3,Unmarried,2,0,1,0,1,Manager,24024
204771,1,45,Self Enquiry,1,17,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21614
204774,1,23,Company Invited,1,10,Salaried,Male,3,5,Basic,3,Married,2,1,3,0,2,Executive,21531
204778,1,42,Company Invited,1,12,Salaried,Male,4,5,Basic,5,Married,8,0,3,0,2,Executive,20785
204785,1,25,Self Enquiry,1,24,Salaried,Female,4,4,Basic,4,Married,3,0,1,1,3,Executive,20888
204806,1,20,Company Invited,1,17,Small Business,Female,4,5,Basic,4,Single,3,1,5,0,3,Executive,20537
204815,1,49,Company Invited,3,31,Salaried,Male,4,6,Basic,3,Single,3,1,1,1,3,Executive,21237
204816,1,28,Self Enquiry,3,9,Small Business,Female,4,6,King,4,Single,4,1,5,1,2,VP,21195
204817,1,30,Company Invited,1,17,Salaried,Female,3,5,Basic,3,Unmarried,3,0,4,1,1,Executive,25301
204818,1,49,Self Enquiry,1,22,Small Business,Female,4,4,Standard,3,Married,,0,3,0,1,Senior Manager,36943
204819,1,30,Self Enquiry,1,14,Large Business,Female,3,4,Basic,3,Married,5,1,4,1,,Executive,34802
204820,1,35,Self Enquiry,1,14,Salaried,Male,4,4,Deluxe,3,Married,3,0,3,0,1,Manager,21263
204821,1,45,Self Enquiry,1,30,Small Business,Male,4,4,Basic,5,Single,,0,3,0,3,Executive,36891
204822,1,34,Self Enquiry,3,32,Small Business,Male,3,5,Standard,4,Unmarried,4,1,5,1,1,Senior Manager,27058
204823,1,20,Self Enquiry,3,12,Salaried,Male,4,4,Standard,4,Unmarried,2,1,4,1,1,Senior Manager,21672
204824,1,24,Company Invited,3,8,Salaried,Female,3,4,Basic,4,Single,3,1,5,1,2,Executive,19901
204825,1,26,Self Enquiry,1,,Salaried,Male,3,4,Basic,5,Married,6,0,5,1,1,Executive,19796
204826,1,27,Self Enquiry,1,14,Small Business,Female,3,5,Standard,5,Married,2,1,4,1,2,Senior Manager,21553
204827,1,46,Self Enquiry,3,20,Small Business,Male,3,2,Super Deluxe,3,Single,,1,3,1,1,AVP,37502
204828,1,56,Company Invited,3,9,Salaried,Female,3,5,Basic,3,Single,2,0,5,0,1,Executive,32255
204829,1,22,Company Invited,3,25,Small Business,Female,4,4,Deluxe,3,Married,2,1,5,0,2,Manager,21303
204830,1,47,Self Enquiry,1,29,Small Business,Male,4,4,Deluxe,3,Married,,1,5,1,3,Manager,37467
204831,1,35,Self Enquiry,1,24,Salaried,Female,3,4,Basic,3,Unmarried,3,1,5,1,1,Executive,23216
204832,1,52,Company Invited,1,35,Salaried,Male,4,5,Deluxe,,Single,5,0,3,0,1,Manager,38525
204833,1,60,Company Invited,1,21,Salaried,Female,3,4,Standard,3,Single,2,1,5,1,1,Senior Manager,29190
204834,1,35,Company Invited,3,8,Salaried,Female,3,6,Basic,3,Unmarried,3,0,3,0,2,Executive,23122
204835,1,29,Self Enquiry,1,15,Salaried,Female,3,5,Basic,4,Single,3,0,4,0,2,Executive,20832
204836,1,45,Self Enquiry,3,16,Salaried,Male,4,5,Basic,5,Married,,0,1,1,3,Executive,37868
204837,1,35,Self Enquiry,3,16,Small Business,Male,3,4,Standard,3,Married,6,0,3,1,2,Senior Manager,23168
204838,1,36,Company Invited,1,9,Salaried,Female,3,5,Basic,5,Unmarried,4,1,3,0,1,Executive,22184
204839,1,43,Company Invited,1,8,Salaried,Female,4,2,Standard,4,Single,3,0,3,1,1,Senior Manager,21050
204840,1,44,Company Invited,1,9,Salaried,Male,4,4,Basic,3,Married,8,1,3,0,1,Executive,28909
204841,1,37,Self Enquiry,2,16,Large Business,Female,3,4,Basic,3,Married,3,0,1,1,1,Executive,24088
204842,1,45,Company Invited,3,8,Large Business,Male,4,4,Basic,3,Married,5,0,3,1,2,Executive,26656
204843,1,29,Company Invited,3,20,Large Business,Female,3,4,Deluxe,4,Unmarried,7,0,3,1,1,Manager,22545
204844,1,52,Self Enquiry,3,31,Small Business,Female,3,5,Deluxe,4,Unmarried,2,1,5,1,2,Manager,21516
204845,1,31,Company Invited,1,16,Small Business,Male,3,4,Basic,5,Unmarried,4,1,3,0,2,Executive,23373
204846,1,30,Company Invited,1,9,Small Business,Male,3,5,Basic,5,Unmarried,2,0,4,1,2,Executive,22017
204847,1,29,Self Enquiry,1,8,Large Business,Male,4,5,Basic,5,Single,8,0,3,1,2,Executive,20758
204848,1,26,Self Enquiry,1,16,Salaried,Male,3,4,Basic,5,Single,5,0,1,1,1,Executive,20774
204849,1,33,Company Invited,1,10,Salaried,Female,3,4,Basic,3,Unmarried,3,0,4,1,1,Executive,24887
204850,1,46,Self Enquiry,3,8,Salaried,Male,4,5,Deluxe,5,Married,,0,4,1,3,Manager,36739
204851,1,40,Self Enquiry,1,9,Salaried,Female,4,4,Basic,5,Married,,1,1,1,1,Executive,35801
204852,1,59,Self Enquiry,1,9,Large Business,Female,4,5,Standard,3,Married,2,0,5,0,1,Senior Manager,21050
204853,1,33,Self Enquiry,1,9,Small Business,Male,3,4,Deluxe,4,Married,6,0,4,1,2,Manager,23561
204854,1,40,Self Enquiry,1,31,Small Business,Male,3,4,Basic,4,Married,3,1,1,0,1,Executive,22582
204855,1,31,Company Invited,3,10,Small Business,Female,4,4,Basic,3,Unmarried,3,1,5,1,2,Executive,23305
204856,1,37,Self Enquiry,3,17,Small Business,Male,3,5,Standard,5,Married,2,0,5,0,1,Senior Manager,25772
204857,1,47,Self Enquiry,3,22,Small Business,Male,3,6,Deluxe,3,Married,8,1,1,0,2,Manager,22101
204858,1,29,Self Enquiry,1,14,Salaried,Male,4,4,Basic,5,Unmarried,5,1,3,0,3,Executive,25352
204859,1,51,Company Invited,3,19,Salaried,Male,3,4,Deluxe,3,Single,5,1,3,1,2,Manager,35558
204860,1,41,Self Enquiry,1,15,Small Business,Male,4,5,Basic,3,Unmarried,3,1,4,1,3,Executive,27772
204861,1,53,Company Invited,3,14,Small Business,Female,4,4,Basic,3,Married,4,1,4,1,3,Executive,27124
204862,1,31,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Single,3,0,3,0,1,Executive,30594
204863,1,40,Self Enquiry,3,14,Salaried,Male,4,4,Basic,3,Married,3,1,1,1,3,Executive,23212
204864,1,32,Self Enquiry,2,29,Salaried,Male,3,6,Basic,3,Married,3,0,1,0,2,Executive,28530
204865,1,42,Company Invited,3,16,Salaried,Male,3,6,Super Deluxe,3,Married,2,0,5,1,2,AVP,24829
204866,1,32,Self Enquiry,3,20,Small Business,Male,4,5,Deluxe,5,Married,7,1,1,1,1,Manager,20980
204867,1,45,Self Enquiry,3,8,Salaried,Male,3,6,Deluxe,4,Single,8,0,3,0,2,Manager,21040
204868,1,43,Company Invited,2,15,Salaried,Female,4,5,Basic,3,Married,,0,5,1,2,Executive,36539
204869,1,56,Self Enquiry,3,16,Small Business,Female,3,6,Basic,4,Single,,0,1,1,2,Executive,37865
204870,1,57,Self Enquiry,3,23,Salaried,Female,4,4,Standard,,Single,4,1,5,1,3,Senior Manager,38395
204871,1,41,Self Enquiry,3,23,Small Business,Male,4,4,Standard,3,Married,4,0,5,0,2,Senior Manager,22222
204872,1,35,Company Invited,1,24,Large Business,Male,3,5,Basic,3,Married,2,1,5,1,2,Executive,27178
204873,1,41,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,3,0,5,0,1,Executive,23339
204874,1,42,Self Enquiry,1,15,Small Business,Female,4,4,Basic,5,Married,3,1,3,0,3,Executive,22781
204875,1,36,Company Invited,1,8,Small Business,Male,4,4,Basic,4,Married,3,1,3,1,1,Executive,22927
204876,1,52,Self Enquiry,3,34,Salaried,Male,3,4,Deluxe,3,Single,3,1,5,1,2,Manager,32704
204877,1,39,Company Invited,1,16,Salaried,Male,4,4,Deluxe,5,Married,6,0,3,0,3,Manager,25571
204878,1,35,Self Enquiry,1,17,Small Business,Male,3,4,Deluxe,5,Unmarried,3,0,4,0,1,Manager,24803
204879,1,26,Self Enquiry,2,27,Small Business,Female,4,4,Basic,4,Married,2,1,3,0,2,Executive,22347
204880,1,59,Self Enquiry,1,28,Small Business,Female,4,4,Deluxe,4,Married,6,0,3,1,2,Manager,28686
204881,1,41,Self Enquiry,2,25,Salaried,Male,3,2,Basic,5,Married,2,0,1,1,2,Executive,21065
204882,1,37,Self Enquiry,2,20,Salaried,Male,3,5,Basic,5,Married,6,1,5,1,2,Executive,23317
204883,1,49,Self Enquiry,3,9,Small Business,Male,3,5,Deluxe,4,Unmarried,2,1,1,1,1,Manager,26576
204884,1,28,Company Invited,1,31,Salaried,Male,4,5,Basic,3,Single,3,1,3,1,2,Executive,21212
204885,1,52,Self Enquiry,3,17,Salaried,Female,4,4,Standard,4,Married,7,0,1,1,3,Senior Manager,31820
204886,1,19,Self Enquiry,3,16,Small Business,Male,3,4,Basic,3,Single,3,0,5,0,2,Executive,20289
204887,1,36,Self Enquiry,1,14,Salaried,Male,4,4,Basic,4,Unmarried,3,1,3,1,2,Executive,24041
